,lai,lai_std,lai_normality_metric,gpp,gpp_std,nee,nee_std,nee_normality_metric,intosoil,intosoil_std,graze,graze_std,cut,cut_std,er,er_std,abgC_flux,abgC_flux_std,soilresp,soilresp_std,animalresp,animalresp_std,animalch4,animalch4_std,litterC,litterC_std,soilC,soilC_std,abgC,abgC_std,rootC,rootC_std
2002-01-01,0.41103435545518424,0.07380680544689422,0.9587931657292296,0.09336801697024842,0.02821486257535862,4.560685836656432,1.8562751293094084,1.1044212514461362,8.774876790440013,6.66051976204586,,,,,4.654053853626679,1.8600904361846475,0.04119641247568544,0.011566797955531604,4.611008524014054,1.85859342174644,,,,,1538.7426411071763,599.879634389348,24073.735403159248,284.5563497904396,22.34609985147568,3.2184356728484453,167.24251095444194,66.28964339161695
2002-01-02,0.5038388954325561,0.0921984899161987,0.9670424449979912,0.13291619346783068,0.039711377055241824,3.9137981604618375,1.5190717063355776,1.1026700346188267,8.196206844173362,6.066721322205673,,,,,4.046714353929669,1.5260353642351927,0.056068860243781965,0.015171644174126671,3.985483204275809,1.523142744367794,,,,,1436.7750628292633,555.0094401921363,24179.91370507706,290.9739764921826,22.40216871171947,3.2286868970268485,159.06192029383874,63.455200233297816
2002-01-03,0.5347068882708697,0.09345662744423124,0.9941698001839804,0.13781208520032842,0.03924195408453945,4.511185298947528,1.7603264877935194,1.1001417910039957,7.660604385179101,5.527946132876586,,,,,4.648997384147856,1.7659616769322675,0.0573195390086595,0.014585260287845039,4.585505274644586,1.7637979920359552,,,,,1319.5624737879223,504.22942864632626,24300.201393228937,308.59859356009315,22.459488250728132,3.238988110442227,151.41831634534805,61.21237882600401
2002-01-04,0.5435678793377593,0.09307377187154113,1.0024366675930674,0.1453487560315988,0.04049321200525208,3.8124161548834037,1.3992883211954612,1.0765555298553016,7.164409428366606,5.039069595112348,,,,,3.9577649109150017,1.4076822732622765,0.060257297846982284,0.014975542248417375,3.8908080271197396,1.4042512304905617,,,,,1222.7617983321372,464.33128634977965,24400.275670085968,329.44080905735655,22.51974554857511,3.2493345816612567,144.2720414913708,59.47385222032196
2002-01-05,0.5484370233785607,0.09210694213402751,1.0084743780646588,0.14850042999540694,0.0406672742677379,4.388670611899668,1.6208329981703429,1.0691374128607574,6.704535736918145,4.5956214504915005,,,,,4.537171041895075,1.628232089574023,0.06142926491183432,0.014899496162684708,4.4687640110325155,1.625306407542011,,,,,1112.2487323066002,419.82461274945774,24513.024507837392,359.0187837664076,22.581174813486935,3.259518077080898,137.58616988867368,58.15727103457542
2002-01-06,0.5514458509459252,0.09219004174342034,1.0110352587142837,0.09287289853334539,0.025853924162666304,4.317600283484586,1.5300313665057244,1.0491137848052219,6.278122823622715,4.193528907047216,,,,,4.410473182017931,1.5347154687125244,0.03836270480352591,0.009485232339729126,4.367693085403911,1.5328879608740313,,,,,1006.6996983277601,379.3184142715356,24620.483971554448,391.01930703113584,22.619537518290468,3.2659476624645407,131.31977716216673,57.18597068183062
2002-01-07,0.5533110425117733,0.09241662292954061,1.0126184217392036,0.11016515823849592,0.030446873011713192,4.564824183645321,1.595310008991568,1.0465173328120592,5.8821990052168065,3.8288946256401593,,,,,4.674989341883816,1.600230817929531,0.045458570478064966,0.011116335040328572,4.6242432047201065,1.5983471283489568,,,,,897.4016252024865,339.4806376004463,24731.04000048022,426.95079101515586,22.66499608876853,3.2735043708350386,125.45153860754667,56.49341282203219
2002-01-08,0.5548320481804813,0.09257196198345449,1.0132298251621985,0.11099709403348941,0.0306123991877627,4.111592285264953,1.3492233519605386,1.0444559437020309,5.514860584137259,3.498636267515061,,,,,4.222589379298443,1.3545154033795783,0.045770509886052885,0.011171071103864725,4.171460146707715,1.352445942101363,,,,,802.5110861897192,307.147357502932,24827.27393993042,458.8615274156231,22.71076659865459,3.2811134449820196,119.95077537496607,56.02034213552279
2002-01-09,0.5560462829761249,0.09291095282692496,1.0132666843331146,0.07202452052175895,0.02015885228751216,3.3889488036113935,1.0164350018573682,1.0341617291964926,5.173800178609488,3.199631367432501,,,,,3.4609733241331524,1.0205806462076261,0.029682216132959117,0.007377361370099776,3.427797024823045,1.01891006721326,,,,,728.1066108367403,283.18775678768856,24903.424418437182,483.4683001405751,22.74044881478754,3.2861274939966547,114.7861412014353,55.71605289782263
2002-01-10,0.5568338453545707,0.09313413215342142,1.0132960977684746,0.16614478999087623,0.04486698319301089,2.5442975646503463,0.7109503593819827,1.0139588928453893,4.856744649688773,2.928962208964589,,,,,2.710442354641223,0.7229339883115936,0.06844916677598004,0.016270548398109385,2.6339080940218667,0.7177002937261933,,,,,673.8465323669792,266.2814641437341,24959.907333462612,500.73253632660635,22.80889798156353,3.2973016977347194,109.95055791434208,55.54047228455299
2002-01-11,0.5586489577025086,0.09363005709688381,1.0133308523220952,0.16830544682574267,0.04554851178114885,2.7999745877579363,0.7832342583019186,1.0221050484337906,4.562701818864595,2.684539797525278,,,,,2.9682800345836786,0.79353344765721,0.06928126524592894,0.016517212585743058,2.890751026462673,0.789112275776823,,,,,615.3874174846111,248.57493264840093,25020.03839913738,519.5204890053969,22.878179246809456,3.30866359712613,105.40935126893628,55.458229691243936
2002-01-12,0.5604860383780855,0.09413319084011715,1.013367980860637,0.14431460053207304,0.03955709611029515,3.447990879924749,0.9958679578137627,1.0360947336162818,4.289339157178594,2.463709915233584,,,,,3.592305480456823,1.0020680115644212,0.05935176493716484,0.014369355744657857,3.5258290760748294,0.9995762602075429,,,,,545.5388284913065,228.34877984297404,25090.650498211788,542.3885059840362,22.937531011746618,3.3185469223107593,101.13849854297061,55.44152775628037
2002-01-13,0.5620599812773173,0.09456994183218186,1.0134077203421494,0.1457259463192844,0.039990526912183494,3.2954080611117336,0.9168201125160054,1.031156105449512,4.034918653537503,2.264279675401528,,,,,3.441134007431018,0.9227857359542422,0.059888015367980885,0.014519872039572954,3.374007794440916,0.9203692673025741,,,,,482.1581246135578,210.66063558139072,25154.692112948633,562.5251554963535,22.997419027114603,3.3285521781072,97.1222916073943,55.46887004247994
2002-01-14,0.5636480506225398,0.09501116955083251,1.0134480714916814,0.0604824153521157,0.017112445208244793,3.0695417740787816,0.8046195915661509,1.0209727293023443,3.798167642526509,2.0844081800462844,,,,,3.1300241894308964,0.8071704636864744,0.024836113944134094,0.006252330834536288,3.1021652774127615,0.8061686675418763,,,,,427.3745658202978,195.59758848260836,25210.171674107005,579.1861135932837,23.022255141058732,3.332836383438401,93.33191135425764,55.52233628005843
2002-01-15,0.5643851728102122,0.09536567946905081,1.0136149593725718,0.20735130450884218,0.05580692294151976,2.2919109725800895,0.5673454034160791,1.0176334771106834,3.5771958520248326,1.9220816027022933,,,,,2.4992622770889317,0.5787804373954056,0.08512186390133486,0.020126756991467237,2.403747467360241,0.5735263106626748,,,,,388.1321431285993,184.34135977151195,25250.58754518337,590.2438946576797,23.10737700496007,3.346803555063086,89.78143013311164,55.59112993414987
2002-01-16,0.5666414434121013,0.09598017219328646,1.0136472834276204,0.21018507673954887,0.05667784407175233,2.3748434654450734,0.5858633808358378,1.0196491243149237,3.3723110234066764,1.776368372771108,,,,,2.585028542184623,0.5956934940033244,0.08619447741658487,0.02043115975235375,2.488209055214905,0.5911694921103045,,,,,349.3663905395539,173.22765275158903,25290.237399740607,600.9376386464658,23.19357148237665,3.3610142182509333,86.43629022205819,55.66406607156665
2002-01-17,0.5689259595556868,0.09660366600004042,1.0136813540163105,0.14209768091588715,0.0392873264285474,2.263945197479882,0.5383322515748296,1.0138913111901362,3.181394002353095,1.6453183795782942,,,,,2.406042878395769,0.5450218742245605,0.058207278534551564,0.014231844908590812,2.3405897317144913,0.5420187256891374,,,,,315.1340539306337,163.1103319275048,25325.31054062017,609.9733159337234,23.2517787609112,3.3708839694547748,83.27333347540517,55.733125279443094
2002-01-18,0.5704691096342255,0.0970358596263749,1.0137219916616471,0.1432088512380729,0.03959186091842426,1.8812369704981449,0.4323271158028896,1.0139147213674864,3.00294592423801,1.5273928240428962,,,,,2.024445821736218,0.44049357020543123,0.05861987851849815,0.014329719974592866,1.958481004103384,0.43667230783923006,,,,,288.6083482669334,154.68965775730115,25352.880711204005,616.5238708571374,23.3103986394297,3.3808427215109647,80.28901170625389,55.79354006655012
2002-01-19,0.5723078654663074,0.09704066103035053,1.0142667038870752,0.20860455847288048,0.05628048824833175,1.9485371509438452,0.4528148557271268,1.0191152524130498,2.8364866087843597,1.421543503842184,,,,,2.1571417094167256,0.46221358607416335,0.08532306221498925,0.020246024084260534,2.0610514041848513,0.4575851976057718,,,,,261.99963322424634,146.16008064262502,25380.264861451284,622.9692329111706,23.395721701644693,3.395004906912872,77.47971628849555,55.8421230650011
2002-01-20,0.5747762537659528,0.09739745458376224,1.014668537981602,0.21154617907933607,0.056997797442163656,2.006121623018333,0.46423490625761166,1.0264722489963534,2.681552533254073,1.3267528954409318,,,,,2.2176678020976697,0.4719876557176305,0.08642960154305274,0.020488969747483304,2.120222831882138,0.4681058363314811,,,,,236.2024923459476,137.69810124795697,25406.62333203096,629.0328437147384,23.48215130318775,3.4093596910886106,74.82583536256222,55.875943157372745
2002-01-21,0.5772174639741976,0.09786043536378372,1.0149718362715237,0.16149123114158964,0.044265427552096184,2.144491760732751,0.49042561254492495,1.0209712775779491,2.5368964990441403,1.2417891133723251,,,,,2.3059829918743406,0.4947474277508728,0.0659024154381123,0.015966353935432873,2.2315971143001345,0.4926740530672428,,,,,210.7772324291783,129.16764340398913,25432.35389133247,634.8196991876831,23.548053718625855,3.420520107958848,72.31014180164736,55.893037010331874
2002-01-22,0.5790741280601907,0.09824245562142814,1.0152086897535775,0.1661239244296925,0.0454498220210508,1.8984214838446756,0.42135779270597296,1.0183250428495592,2.4014200741782705,1.1655749668476243,,,,,2.064545408274368,0.42641007146190646,0.06773433670487256,0.016373754455308327,1.9880256315136382,0.4238562937063141,,,,,190.12708746357592,121.6316165817789,25453.417430740737,639.1894481825076,23.615788055330725,3.4319857848434334,69.93059153843318,55.8929260849927
2002-01-23,0.5809966574057744,0.09863549601992211,1.0154751834188267,0.16784808258858125,0.045891586028485656,1.7705663577016661,0.3861615769870988,1.0246326754308521,2.274811594493166,1.0973299201668851,,,,,1.938414440290248,0.39123591159898785,0.06837647354707135,0.016518997215784904,1.8611006372708994,0.38857509720551764,,,,,172.3452580791165,114.69777602658,25471.612971082417,642.7358405565217,23.6841645288778,3.4435652628189706,67.67793774996218,55.87532933050075
